央视频道,#genre#
张家界阿凡达悬浮山,https://gcalic.v.myalicdn.com/gc/zjjafdxfs_1/index.m3u8?contentid=2820180516001
水长城镜头一,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001
水长城镜头二,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001
大研花巷景观台,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8?contentid=2820180516001
峨眉云海日出,https://gctxyc.liveplay.myqcloud.com/gc/emsarm_1/index.m3u8?contentid=2820180516001
贡嘎雪山,https://gctxyc.liveplay.myqcloud.com/gc/emsyh_1/index.m3u8?contentid=2820180516001
远眺万佛顶,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8?contentid=2820180516001
普贤菩萨像,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8?contentid=2820180516001
悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8?contentid=2820180516001
恒宗,https://gcalic.v.myalicdn.com/gc/hsxkssqdzrqj_1/index.m3u8?contentid=2820180516001
悬空寺侧景,https://gcalic.v.myalicdn.com/gc/hsxkscj_1/index.m3u8?contentid=2820180516001
天涯鸟瞰,https://gctxyc.liveplay.myqcloud.com/gc/tyhjtynl_1/index.m3u8?contentid=2820180516001
天涯石,https://gctxyc.liveplay.myqcloud.com/gc/tyhjtys_1/index.m3u8?contentid=2820180516001
南天一柱,https://gctxyc.liveplay.myqcloud.com/gc/tyhjntyz_1/index.m3u8?contentid=2820180516001
雪乡大石碑,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8?contentid=2820180516001
雪乡梦幻家园,https://gctxyc.liveplay.myqcloud.com/gc/mdjxxmhjyxj_1/index.m3u8?contentid=2820180516001
嘉峪关长城,https://gctxyc.liveplay.myqcloud.com/gc/jyg04_1/index.m3u8?contentid=2820180516001
中央电视台中塔东,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8?contentid=2820180516001
中央电视台中塔北,https://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8?contentid=2820180516001

经典频道,#genre#
邵氏经典影院,http://tx2play1.douyucdn.cn/live/4246519r2PyXpWfo_2000.xs?playid=ac139a0509259fd0d86b2b2d6009d520&uuid=704828da-33d3-4b60-ab2d-d83ca948a205.m3u8
齐影视好莱坞频道,https://dlhls-cdn-mp.zhanqi.tv/zqlive/295692_5L4Eq.m3u8
齐影视卡式台,https://dlhls-cdn-mp.zhanqi.tv/zqlive/295519_JkFS8.m3u8 
齐影视功夫台,https://dlhls-cdn-mp.zhanqi.tv/zqlive/291236_97IGR.m3u8 


西施频道_999,#genre#
1,https://www.800-cdn.com/20191104/E1HxL2k9/index.m3u8
2,https://www.800-cdn.com/20191104/BmPJsJib/index.m3u8
3,https://www.800-cdn.com/20191104/FOYD2Arr/index.m3u8
4,https://www.800-cdn.com/20191104/xWsSpVkx/index.m3u8
5,https://www.800-cdn.com/20191104/QLNa0Ar4/index.m3u8
6,https://www.800-cdn.com/20191104/1NVic5n6/index.m3u8
7,https://www.800-cdn.com/20191104/mxUrCin3/index.m3u8
8,https://www.800-cdn.com/20191104/gfXL8zE8/index.m3u8
9,https://www.800-cdn.com/20191104/PSnzMnZd/index.m3u8
10,https://www.800-cdn.com/20191104/lL8NPXx2/index.m3u8
11,https://www.800-cdn.com/20191104/y0KFfsPy/index.m3u8
12,https://www.800-cdn.com/20191104/WbOhWHnk/index.m3u8
13,https://www.800-cdn.com/20191027/R87kAR0L/index.m3u8
14,https://www.800-cdn.com/20191027/RBJZ7rSf/index.m3u8
15,https://www.800-cdn.com/20191027/4sGRBas8/index.m3u8
16,https://www.800-cdn.com/20191027/f6eNa800/index.m3u8
17,https://www.800-cdn.com/20191027/uAH7rRu4/index.m3u8
18,https://www.800-cdn.com/20191027/QAIdDBmi/index.m3u8
19,https://www.800-cdn.com/20191027/5X3C0amn/index.m3u8
20,https://www.800-cdn.com/20191027/ZKXHEQyF/index.m3u8
21,https://www.800-cdn.com/20191027/hqEHcPYy/index.m3u8
22,https://www.800-cdn.com/20191027/9NOUhwRt/index.m3u8
23,https://www.800-cdn.com/20191027/bYH5tZAI/index.m3u8
24,https://www.800-cdn.com/20191027/2nvgyYWH/index.m3u8
25,https://www.800-cdn.com/20191027/bySOhvPZ/index.m3u8
26,https://www.800-cdn.com/20191027/xqHCnmsK/index.m3u8
27,https://www.800-cdn.com/20191024/ArdisIvp/index.m3u8
28,https://www.800-cdn.com/20191024/nP15lEjD/index.m3u8
29,https://www.800-cdn.com/20191024/y2HqkX9g/index.m3u8
30,https://www.800-cdn.com/20191024/TpNs2GDB/index.m3u8
